Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","2009","2009","t","2700000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","2010","2010","kg/ha","5955.9","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","2010","2010","t","2675530","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","2011","2011","kg/ha","5954","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","2011","2011","t","2679795.98","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","2012","2012","kg/ha","6073.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","2012","2012","t","2954789.85","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","2013","2013","kg/ha","6185.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","2013","2013","t","2957045.68","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","2014","2014","kg/ha","6187","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","2014","2014","t","3018843.21","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","2015","2015","kg/ha","6122.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","2015","2015","t","3065944.65","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","2016","2016","kg/ha","6362.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","2016","2016","t","3110863.37","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","2017","2017","kg/ha","6374.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","2017","2017","t","3158912.33","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","2018","2018","kg/ha","6307","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","2018","2018","t","3213228.81","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","2019","2019","kg/ha","6582.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","2019","2019","t","3278167.69","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","2020","2020","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","2021","2021","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","2022","2022","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","2023","2023","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01510","Potatoes","1961","1961","kg/ha","9000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01510","Potatoes","1961","1961","t","18000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01510","Potatoes","1962","1962","kg/ha","9500","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01510","Potatoes","1962","1962","t","19000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01510","Potatoes","1963","1963","kg/ha","10000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01510","Potatoes","1963","1963","t","20000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01510","Potatoes","1964","1964","kg/ha","10500","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01510","Potatoes","1964","1964","t","21000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01510","Potatoes","1965","1965","kg/ha","11000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01510","Potatoes","1965","1965","t","22000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01510","Potatoes","1966","1966","kg/ha","11500","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01510","Potatoes","1966","1966","t","23000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01510","Potatoes","1967","1967","kg/ha","11500","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01510","Potatoes","1967","1967","t","23000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01510","Potatoes","1968","1968","kg/ha","12000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01510","Potatoes","1968","1968","t","24000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01510","Potatoes","1969","1969","kg/ha","12500","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01510","Potatoes","1969","1969","t","25000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01510","Potatoes","1970","1970","kg/ha","12053.9","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01510","Potatoes","1970","1970","t","24385","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01510","Potatoes","1971","1971","kg/ha","10400","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01510","Potatoes","1971","1971","t","26000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01510","Potatoes","1972","1972","kg/ha","9642.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01510","Potatoes","1972","1972","t","27000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01510","Potatoes","1973","1973","kg/ha","8437.5","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01510","Potatoes","1973","1973","t","27000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01510","Potatoes","1974","1974","kg/ha","7941.2","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01510","Potatoes","1974","1974","t","27000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01510","Potatoes","1975","1975","kg/ha","7368.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01510","Potatoes","1975","1975","t","28000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01510","Potatoes","1976","1976","kg/ha","7142.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01510","Potatoes","1976","1976","t","30000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01510","Potatoes","1977","1977","kg/ha","7111.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01510","Potatoes","1977","1977","t","32000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01510","Potatoes","1978","1978","kg/ha","7083.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01510","Potatoes","1978","1978","t","34000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01510","Potatoes","1979","1979","kg/ha","7307.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01510","Potatoes","1979","1979","t","38000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01510","Potatoes","1980","1980","kg/ha","7272.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01510","Potatoes","1980","1980","t","40000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01510","Potatoes","1981","1981","kg/ha","6785.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01510","Potatoes","1981","1981","t","38000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01510","Potatoes","1982","1982","kg/ha","6779.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01510","Potatoes","1982","1982","t","40000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01510","Potatoes","1983","1983","kg/ha","6333.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01510","Potatoes","1983","1983","t","38000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01510","Potatoes","1984","1984","kg/ha","6000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01510","Potatoes","1984","1984","t","42000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01510","Potatoes","1985","1985","kg/ha","6142.9","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01510","Potatoes","1985","1985","t","43000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01510","Potatoes","1986","1986","kg/ha","6052.6","A","Official figure",""
